Rk,Player,Age,Team,Pos,G,GS,MP▼,FG,Dist.,2P,0-3,3-10,10-16,16-3P,3P,0-3,3-10,10-16,16-3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
343,Zeke Nnaji,23,DEN,PF,58,0,576,69,6.1,0.846,0.597,0.215,0.027,0.007,0.154,0.584,0.313,0.25,0,0.619,1,0.181,24,0.391,0.222,0,0,149,0.463,6,23,0.261,63,126,0.5,0.483,42,62,0.677,61,65,126,32,15,38,27,81,186,0,,nnajize01
344,Trey Jemison,24,2TM,C,25,14,573,75,4.1,1,0.588,0.279,0.118,0.015,0,0.663,0.368,0.5,0,0.56,,0.162,18,,,0,0,136,0.551,0,0,,75,136,0.551,0.551,21,25,0.84,64,70,134,27,12,28,34,69,171,0,,jemistr01
345,Andre Jackson Jr.,22,MIL,SG,57,8,572,50,13.8,0.54,0.27,0.15,0.1,0.02,0.46,0.741,0.267,0.7,1,0.515,1,0.16,16,0.63,0.345,0,0,100,0.5,17,46,0.37,33,54,0.611,0.585,8,11,0.727,43,70,113,50,16,6,28,92,125,0,,jacksan01
346,Jared Butler,23,WAS,SG,40,0,566,98,13.9,0.612,0.214,0.328,0.05,0.02,0.388,0.86,0.424,0.7,0.5,0.365,0.667,0.01,2,0.154,0.5,3,0,201,0.488,24,78,0.308,74,123,0.602,0.547,31,36,0.861,9,49,58,126,29,8,50,58,251,0,,butleja02
347,Kevin Knox,24,DET,SF,31,11,560,86,15.6,0.495,0.188,0.194,0.081,0.032,0.505,0.686,0.583,0.6,0.167,0.782,0.968,0.124,20,0.372,0.343,0,0,186,0.462,31,94,0.33,55,92,0.598,0.546,20,22,0.909,18,57,75,23,13,7,22,50,223,0,,knoxke01
348,Lamar Stevens,26,2TM,PF,38,3,559,108,9.8,0.808,0.308,0.242,0.188,0.071,0.192,0.622,0.414,0.4,0.353,0.543,1,0.1,21,0.565,0.231,1,0,240,0.45,14,46,0.304,94,194,0.485,0.479,42,54,0.778,36,91,127,28,23,22,24,45,272,0,,stevela01
349,Richaun Holmes,30,2TM,C,40,10,555,82,3.7,0.98,0.578,0.361,0.041,0,0.02,0.694,0.396,0.167,,0.716,1,0.204,28,0.667,0.5,0,0,147,0.558,1,3,0.333,81,144,0.563,0.561,34,47,0.723,71,111,182,25,11,19,24,74,199,0,,holmeri01
350,Tristan Thompson,32,CLE,C,49,0,549,73,3.4,0.992,0.658,0.3,0.033,0,0.008,0.684,0.472,0.5,,0.548,,0.2,20,0,,1,0,120,0.608,0,1,0,73,119,0.613,0.608,15,52,0.288,73,101,174,51,12,14,29,59,161,0,,thomptr01
351,Julian Strawther,21,DEN,SF,50,0,545,82,18.6,0.378,0.131,0.144,0.086,0.018,0.622,0.621,0.469,0.368,0.25,0.659,0.951,0.009,2,0.116,0.375,0,0,222,0.369,41,138,0.297,41,84,0.488,0.462,22,31,0.71,5,56,61,47,17,7,23,54,227,0,,strawju01
352,Omer Yurtseven,25,UTA,C,48,12,545,99,7.4,0.87,0.332,0.467,0.049,0.022,0.13,0.738,0.5,0.444,0.5,0.66,1,0.185,29,0.458,0.273,0,0,184,0.538,5,24,0.208,94,160,0.588,0.552,19,28,0.679,72,136,208,29,8,18,37,52,222,0,,yurtsom01
353,Vit Krejci,23,ATL,PG,22,14,541,51,18.8,0.346,0.144,0.115,0.067,0.019,0.654,0.667,0.583,0.714,0.5,0.696,0.929,0.038,4,0.279,0.368,0,0,104,0.49,28,68,0.412,23,36,0.639,0.625,5,6,0.833,11,41,52,50,13,6,20,48,135,0,,krejcvi01
354,Bones Hyland,23,LAC,PG,37,5,540,97,17.5,0.462,0.135,0.203,0.084,0.04,0.538,0.647,0.412,0.333,0.3,0.302,0.5,0.008,2,0.126,0.353,1,0,251,0.386,44,135,0.326,53,116,0.457,0.474,18,23,0.783,5,50,55,93,26,4,44,51,256,0,,hylanbo01
355,Jalen McDaniels,26,TOR,SF,50,1,538,65,12.9,0.624,0.201,0.339,0.063,0.021,0.376,0.553,0.453,0.25,0,0.679,0.917,0.042,7,0.296,0.286,0,0,189,0.344,12,71,0.169,53,118,0.449,0.376,27,37,0.73,18,61,79,37,19,6,30,52,169,0,,mcdanja01
356,Scotty Pippen Jr.,23,MEM,PG,21,16,527,100,12.6,0.645,0.32,0.182,0.118,0.025,0.355,0.646,0.432,0.417,0.4,0.414,0.833,0.025,4,0.097,0.571,0,0,203,0.493,30,72,0.417,70,131,0.534,0.567,41,55,0.745,22,45,67,98,36,10,56,60,271,0,,pippesc02
357,Sasha Vezenkov,28,SAC,PF,42,0,511,84,17.7,0.372,0.199,0.141,0.021,0.01,0.628,0.763,0.333,0,0.5,0.795,0.978,0.005,1,0.308,0.432,1,0,191,0.44,45,120,0.375,39,71,0.549,0.558,12,15,0.8,30,66,96,19,20,7,12,42,225,0,,vezenal01
358,Danuel House Jr.,30,PHI,SF,34,4,509,47,14.5,0.524,0.343,0.124,0.019,0.038,0.476,0.694,0.308,1,0.25,0.719,0.933,0.038,4,0.48,0.375,2,0,105,0.448,15,50,0.3,32,55,0.582,0.519,35,46,0.761,16,42,58,28,15,5,19,45,144,0,,houseda01
359,Mark Williams,22,CHO,C,19,19,508,98,2.6,1,0.742,0.245,0.013,0,0,0.741,0.378,0.5,,0.633,,0.331,47,,,0,0,151,0.649,0,0,,98,151,0.649,0.649,46,64,0.719,76,108,184,22,16,20,17,50,242,0,,willima07
360,Jaden Springer,21,2TM,SG,49,2,507,59,12.5,0.676,0.284,0.243,0.115,0.034,0.324,0.69,0.306,0.412,0.4,0.429,0.9,0.054,8,0.438,0.238,0,0,148,0.399,10,48,0.208,49,100,0.49,0.432,35,42,0.833,33,45,78,44,36,15,34,66,163,0,,sprinja01
361,Patrick Baldwin Jr.,21,WAS,SF,38,7,493,59,18,0.374,0.219,0.097,0.026,0.032,0.626,0.676,0.267,0.25,0,0.714,1,0.058,9,0.165,0.375,0,0,155,0.381,31,97,0.32,28,58,0.483,0.481,19,28,0.679,17,106,123,29,18,15,19,56,168,0,,baldwpa01
362,Robert Covington,33,2TM,PF,29,6,488,43,19,0.429,0.245,0.143,0.031,0.01,0.571,0.625,0.571,0.333,0,0.75,1,0.031,3,0.268,0.467,0,0,98,0.439,19,56,0.339,24,42,0.571,0.536,22,26,0.846,31,66,97,24,39,18,11,56,127,0,,covinro01
363,P.J. Tucker,38,2TM,PF,31,10,486,18,20.5,0.3,0.14,0.1,0.02,0.04,0.7,0.571,0,0,0.5,0.6,1,0,0,0.971,0.382,0,0,50,0.36,13,35,0.371,5,15,0.333,0.49,3,3,1,28,57,85,16,16,7,8,54,52,0,,tuckepj01
364,Tari Eason,22,HOU,PF,22,0,480,88,9.9,0.735,0.434,0.185,0.069,0.048,0.265,0.561,0.371,0.462,0.556,0.471,1,0.122,20,0.3,0.267,0,0,189,0.466,18,50,0.36,70,139,0.504,0.513,21,33,0.636,46,107,153,27,31,19,20,51,215,0,,easonta01
365,Monte Morris,28,2TM,PG,33,0,476,62,17.5,0.542,0.111,0.098,0.203,0.131,0.458,0.588,0.2,0.419,0.45,0.314,0.926,0,0,0.3,0.476,2,0,153,0.405,27,70,0.386,35,83,0.422,0.493,13,19,0.684,7,50,57,69,19,9,7,14,164,0,,morrimo01
366,Bol Bol,24,PHO,PF,43,0,469,93,13.4,0.656,0.185,0.272,0.146,0.053,0.344,0.929,0.683,0.591,0.5,0.789,1,0.106,15,0.596,0.419,0,0,151,0.616,22,52,0.423,71,99,0.717,0.689,15,19,0.789,32,105,137,17,10,25,19,42,223,0,,bolbo01
367,Isaiah Livers,25,DET,PF,23,6,469,40,19.2,0.336,0.155,0.086,0.017,0.078,0.664,0.667,0.3,0,0.333,0.778,1,0.034,4,0.364,0.286,1,0,116,0.345,22,77,0.286,18,39,0.462,0.44,12,18,0.667,15,33,48,25,13,5,16,43,114,0,,liveris01
368,Anthony Gill,31,WAS,PF,50,3,466,75,9.5,0.744,0.356,0.338,0.044,0.006,0.256,0.667,0.426,0.429,1,0.692,1,0.038,5,0.293,0.083,0,0,160,0.469,10,41,0.244,65,119,0.546,0.5,29,36,0.806,37,57,94,34,13,11,23,48,189,0,,gillan01
369,Yuta Watanabe,29,2TM,SF,34,0,464,41,18.7,0.267,0.095,0.103,0.043,0.026,0.733,0.818,0.333,0.6,0,0.563,1,0.043,5,0.412,0.286,0,0,116,0.353,25,85,0.294,16,31,0.516,0.461,10,17,0.588,11,43,54,15,12,7,19,39,117,0,,watanyu01
370,Nassir Little,23,PHO,SF,45,2,458,57,16.4,0.435,0.21,0.161,0.032,0.032,0.565,0.769,0.6,0.25,0.75,0.722,1,0.097,12,0.357,0.32,0,0,124,0.46,21,70,0.3,36,54,0.667,0.544,17,20,0.85,14,61,75,21,10,10,14,39,152,0,,littlna01
371,Sandro Mamukelashvili,24,SAS,C,46,5,451,73,13.4,0.587,0.323,0.213,0.045,0.006,0.413,0.66,0.515,0.429,1,0.611,1,0.077,10,0.297,0.263,3,0,155,0.471,19,64,0.297,54,91,0.593,0.532,25,34,0.735,45,102,147,49,7,12,19,35,190,0,,mamuksa01
372,Alex Len,30,SAC,C,48,0,444,50,4.9,0.963,0.506,0.37,0.062,0.025,0.037,0.805,0.433,0.4,1,0.72,,0.321,20,0.333,0,0,0,81,0.617,0,3,0,50,78,0.641,0.617,20,34,0.588,46,82,128,50,11,33,27,66,120,0,,lenal01
373,Thomas Bryant,26,MIA,C,38,4,441,86,7.5,0.852,0.43,0.315,0.06,0.047,0.148,0.766,0.596,0.444,0.143,0.695,1,0.248,34,0.273,0.333,0,0,149,0.577,4,22,0.182,82,127,0.646,0.591,41,47,0.872,40,101,141,23,10,16,21,46,217,0,,bryanth01
374,Thaddeus Young,35,2TM,PF,33,6,439,65,4.6,0.935,0.528,0.333,0.065,0.009,0.065,0.667,0.611,0.429,1,0.734,1,0.046,5,0.571,0.25,0,0,108,0.602,1,7,0.143,64,101,0.634,0.606,6,15,0.4,46,57,103,57,23,5,15,49,137,0,,youngth01
375,Skylar Mays,26,2TM,SG,38,5,433,63,12.4,0.66,0.201,0.264,0.151,0.044,0.34,0.406,0.476,0.375,0.714,0.277,0.875,0.038,4,0.148,0.25,0,0,159,0.396,16,54,0.296,47,105,0.448,0.447,13,17,0.765,10,33,43,85,21,4,20,26,155,0,,mayssk01
376,Chuma Okeke,25,ORL,SF,47,8,432,40,20.2,0.268,0.107,0.116,0.018,0.027,0.732,0.917,0.385,0,0.333,0.765,0.957,0.045,4,0.293,0.375,1,0,112,0.357,23,82,0.28,17,30,0.567,0.46,4,7,0.571,18,62,80,20,9,7,16,19,107,0,,okekech01
377,Dominick Barlow,20,SAS,PF,33,1,420,56,7.4,0.92,0.398,0.257,0.221,0.044,0.08,0.578,0.483,0.48,0.2,0.698,1,0.088,9,0.889,0.375,0,0,113,0.496,3,9,0.333,53,104,0.51,0.509,29,42,0.69,45,68,113,36,12,14,9,47,144,0,,barlodo01
378,Reggie Bullock,32,HOU,SF,44,0,417,34,22.1,0.183,0.049,0.037,0.049,0.049,0.817,1,0.333,0.25,0.25,1,0.963,0,0,0.433,0.552,0,0,82,0.415,27,67,0.403,7,15,0.467,0.579,1,1,1,6,67,73,15,12,5,10,29,96,0,,bullore01
379,Patty Mills,35,2TM,PG,32,5,415,46,20.2,0.336,0.046,0.122,0.069,0.099,0.664,0.833,0.313,0.556,0.538,0.545,0.958,0,0,0.276,0.375,0,0,131,0.351,24,87,0.276,22,44,0.5,0.443,11,11,1,9,26,35,34,20,1,16,32,127,0,,millspa02
380,Trent Forrest,25,ATL,SG,38,0,414,34,8.4,0.889,0.244,0.467,0.178,0,0.111,0.591,0.238,0.563,,0.281,1,0.011,1,0.4,0,0,0,90,0.378,2,10,0.2,32,80,0.4,0.389,13,17,0.765,11,40,51,92,11,3,20,25,83,0,,forretr01
381,Svi Mykhailiuk,26,BOS,SF,41,2,413,57,21.9,0.212,0.109,0.036,0.051,0.015,0.788,0.667,0.8,0.143,0,0.733,0.929,0.036,3,0.278,0.533,1,0,137,0.416,42,108,0.389,15,29,0.517,0.569,6,9,0.667,11,40,51,35,11,1,12,19,162,0,,mykhasv01
382,Wesley Matthews,37,ATL,SG,36,3,413,34,19.7,0.289,0.113,0.082,0.082,0.01,0.711,0.455,0.375,0.25,0,0.9,0.958,0,0,0.391,0.444,0,0,97,0.351,24,69,0.348,10,28,0.357,0.474,18,24,0.75,9,44,53,23,16,11,8,43,110,0,,matthwe02
383,Aleksej Pokusevski,22,2TM,PF,28,0,405,49,16.8,0.545,0.231,0.207,0.033,0.074,0.455,0.786,0.28,0.5,0,0.774,1,0.05,6,0.291,0.188,0,0,121,0.405,18,55,0.327,31,66,0.47,0.479,30,41,0.732,17,72,89,35,15,13,19,22,146,0,,pokusal01
384,Luka Šamanić,24,UTA,PF,43,7,404,60,12.5,0.595,0.215,0.373,0.006,0,0.405,0.735,0.356,1,,0.681,1,0.063,9,0.359,0.261,0,0,158,0.38,13,64,0.203,47,94,0.5,0.421,44,56,0.786,22,80,102,19,5,7,28,32,177,0,,samanlu01
385,Javon Freeman-Liberty,24,TOR,PG,22,6,403,55,12.2,0.661,0.306,0.234,0.089,0.032,0.339,0.579,0.448,0.727,0.5,0.467,1,0.032,3,0.262,0.364,0,0,124,0.444,10,42,0.238,45,82,0.549,0.484,33,36,0.917,16,54,70,40,10,4,25,28,153,0,,freemja01
386,Derrick Rose,35,MEM,PG,24,7,399,76,11.6,0.752,0.279,0.267,0.127,0.079,0.248,0.652,0.318,0.333,0.769,0.426,0.867,0,0,0.341,0.5,0,0,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,,rosede01
387,DeAndre Jordan,35,DEN,C,36,2,396,58,2,1,0.828,0.161,0.011,0,0,0.675,0.4,0,,0.724,,0.441,37,,,0,0,93,0.624,0,0,,58,93,0.624,0.624,26,53,0.491,54,103,157,26,6,16,23,56,142,0,,jordade01
388,Lester Quiñones,23,GSW,SG,37,0,394,56,15.5,0.467,0.289,0.111,0.056,0.011,0.533,0.654,0.4,0.2,1,0.652,1,0.078,7,0.292,0.214,0,0,141,0.397,32,88,0.364,24,53,0.453,0.511,20,29,0.69,21,51,72,36,6,2,17,44,164,0,,quinole01
389,Kobe Brown,24,LAC,PF,44,0,394,37,19.1,0.376,0.113,0.163,0.099,0,0.624,0.625,0.391,0.357,,0.458,0.938,0.021,3,0.182,0.5,2,1,90,0.411,14,48,0.292,23,42,0.548,0.489,1,2,0.5,20,42,62,25,12,6,9,49,89,0,,brownko01
390,Eugene Omoruyi,26,WAS,SF,43,0,393,81,9.9,0.725,0.419,0.269,0.018,0.018,0.275,0.671,0.422,0.333,0.333,0.618,0.923,0.066,11,0.174,0,0,0,167,0.485,13,46,0.283,68,121,0.562,0.524,32,49,0.653,35,50,85,35,27,5,21,62,207,0,,omorueu01
391,Matt Ryan,26,NOP,SF,28,1,390,49,22.6,0.195,0.027,0.035,0.08,0.053,0.805,0.667,0.5,0.222,0.333,1,0.927,0,0,0.319,0.552,0,0,113,0.434,41,91,0.451,8,22,0.364,0.615,13,14,0.929,6,34,40,18,6,1,19,32,152,0,,ryanma01
392,Justin Minaya,24,POR,SF,34,1,381,22,17.5,0.338,0.243,0.081,0.014,0,0.662,0.556,0,0,,0.4,0.917,0.041,2,0.245,0.333,0,0,74,0.297,12,49,0.245,10,25,0.4,0.378,5,9,0.556,30,26,56,21,9,10,9,35,61,0,,minayju01
393,Johnny Juzang,22,UTA,SG,20,5,372,51,19.3,0.3,0.027,0.236,0.018,0.018,0.7,1,0.538,0.5,0.5,0.789,1,0.009,1,0.442,0.382,0,0,110,0.464,32,77,0.416,19,33,0.576,0.609,10,14,0.714,7,29,36,23,4,2,13,29,144,0,,juzanjo01
394,Noah Clowney,19,BRK,PF,23,4,370,50,10.5,0.645,0.419,0.215,0.011,0,0.355,0.795,0.3,1,,0.763,1,0.118,11,0.606,0.45,0,0,93,0.538,12,33,0.364,38,60,0.633,0.602,21,30,0.7,26,55,81,18,8,16,15,25,133,0,,clownno01
395,Tosan Evbuomwan,22,2TM,SF,17,8,367,36,13.2,0.549,0.254,0.296,0,0,0.451,0.722,0.524,,,0.833,1,0.014,1,0.719,0.435,0,0,71,0.507,12,32,0.375,24,39,0.615,0.592,17,25,0.68,18,42,60,16,6,5,9,23,101,0,,evbuoto01
396,Ousmane Dieng,20,OKC,PF,33,0,365,49,17.5,0.397,0.19,0.129,0.043,0.034,0.603,0.818,0.333,0.4,0.75,0.857,1,0.112,13,0.314,0.5,0,0,116,0.422,21,70,0.3,28,46,0.609,0.513,14,16,0.875,10,41,51,37,8,5,19,22,133,0,,diengou01
397,Jontay Porter,24,TOR,PF,26,5,360,40,16.8,0.423,0.231,0.096,0.077,0.019,0.577,0.542,0.6,0,0.5,0.65,1,0.038,2,0.083,0.6,0,0,104,0.385,20,60,0.333,20,44,0.455,0.481,15,18,0.833,26,56,82,60,20,20,21,35,115,0,,portejo01
398,Ben Simmons,27,BRK,PG,15,12,359,43,3.2,1,0.649,0.297,0.054,0,0,0.75,0.273,0.25,,0.581,,0.149,11,,,0,0,74,0.581,0,0,,43,74,0.581,0.581,6,15,0.4,31,88,119,86,12,9,27,36,92,0,,simmobe01
399,Brandon Boston Jr.,22,LAC,SF,32,0,345,65,13.9,0.677,0.205,0.168,0.211,0.093,0.323,0.636,0.296,0.5,0.333,0.588,0.786,0.068,11,0.25,0.385,0,0,161,0.404,14,52,0.269,51,109,0.468,0.447,23,33,0.697,19,33,52,13,11,8,24,40,167,0,,bostobr01
400,Jarace Walker,20,IND,PF,33,0,340,45,17.4,0.5,0.164,0.136,0.082,0.118,0.5,0.5,0.267,0.556,0.385,0.565,0.818,0.036,4,0.182,0.3,0,0,110,0.409,22,55,0.4,23,55,0.418,0.509,8,9,0.889,12,51,63,40,15,11,17,29,120,0,,walkeja02
401,JaVale McGee,36,SAC,C,46,0,339,79,4.9,0.947,0.492,0.417,0.03,0.008,0.053,0.769,0.509,0,0,0.769,1,0.303,35,0,,0,0,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,,mcgeeja01
402,Olivier-Maxence Prosper,21,DAL,PF,40,1,336,40,12.8,0.567,0.356,0.135,0.038,0.038,0.433,0.595,0.214,0,0.5,0.704,1,0.125,13,0.533,0.25,0,0,104,0.385,13,45,0.289,27,59,0.458,0.447,28,41,0.683,25,54,79,22,7,4,8,20,121,0,,prospol01
403,Jeremiah Robinson-Earl,23,NOP,PF,39,1,334,45,13,0.589,0.284,0.211,0.063,0.032,0.411,0.63,0.5,0.833,0,0.75,1,0.084,7,0.513,0.4,0,0,95,0.474,13,39,0.333,32,56,0.571,0.542,12,16,0.75,23,53,76,21,10,4,16,24,115,0,,robinje02
404,Neemias Queta,24,BOS,C,28,0,333,67,3.2,1,0.567,0.375,0.048,0.01,0,0.78,0.462,0.4,1,0.701,,0.288,28,,,0,0,104,0.644,0,0,,67,104,0.644,0.644,20,28,0.714,53,69,122,20,13,21,13,50,154,0,,quetane01
405,Julian Phillips,20,CHI,SF,40,0,323,32,13.6,0.506,0.39,0.078,0.013,0.026,0.494,0.467,0.667,1,0.5,0.75,1,0.091,4,0.579,0.455,0,0,77,0.416,12,38,0.316,20,39,0.513,0.494,13,19,0.684,12,24,36,13,7,7,10,40,89,0,,phillju01
406,Cody Zeller,31,NOP,C,43,0,320,26,3.8,0.952,0.661,0.258,0.016,0.016,0.048,0.512,0.25,0,0,0.56,1,0.145,9,0,,0,0,62,0.419,1,3,0.333,25,59,0.424,0.427,23,38,0.605,48,64,112,39,9,5,16,45,76,0,,zelleco01
407,Ja Morant,24,MEM,PG,9,9,318,80,11.9,0.7,0.288,0.288,0.088,0.035,0.3,0.714,0.49,0.267,0.5,0.288,0.5,0.047,6,0.098,0.2,0,0,170,0.471,14,51,0.275,66,119,0.555,0.512,52,64,0.813,6,44,50,73,7,5,27,19,226,0,,moranja01
408,Ashton Hagans,24,POR,PG,19,1,316,29,11.8,0.648,0.254,0.338,0.056,0,0.352,0.778,0.25,0.25,,0.429,1,0,0,0.12,0.667,0,0,71,0.408,8,25,0.32,21,46,0.457,0.465,14,17,0.824,14,31,45,54,11,9,30,40,80,0,,haganas01
409,Devonte' Graham,28,SAS,PG,23,0,313,38,21.9,0.231,0.083,0.037,0.074,0.037,0.769,0.667,0.5,0.375,0.5,0.385,0.72,0,0,0.145,0.25,1,0,108,0.352,25,83,0.301,13,25,0.52,0.468,13,16,0.813,5,31,36,49,9,2,17,14,114,0,,grahade01
410,A.J. Lawson,23,DAL,SG,42,0,311,54,11.8,0.587,0.364,0.198,0.008,0.017,0.413,0.773,0.208,0,1,0.61,1,0.107,12,0.64,0.25,0,0,121,0.446,13,50,0.26,41,71,0.577,0.5,15,23,0.652,14,36,50,20,10,3,14,22,136,0,,lawsoaj01
411,Stanley Umude,24,DET,SG,24,2,307,37,4,1,0.393,0.607,0,0,0,0.545,0.353,,,0.667,,0.107,3,,,0,0,84,0.44,24,53,0.453,13,31,0.419,0.583,29,32,0.906,8,43,51,11,8,7,14,40,127,0,,umudest01
412,Nathan Mensah,25,CHO,C,25,0,307,12,18.3,0.369,0.083,0.202,0.06,0.024,0.631,0.714,0.412,0.2,0,0.846,1,0.024,2,0.547,0.483,0,0,28,0.429,0,0,,12,28,0.429,0.429,9,12,0.75,29,36,65,9,6,14,14,64,33,0,,mensana01
413,Orlando Robinson,23,MIA,C,36,7,304,36,9.1,0.792,0.361,0.347,0.056,0.028,0.208,0.692,0.4,0,0,0.607,1,0.097,5,0.2,1,0,0,72,0.5,8,15,0.533,28,57,0.491,0.556,19,25,0.76,28,56,84,34,7,8,18,35,99,0,,robinor01
414,Furkan Korkmaz,26,PHI,SG,35,0,300,30,17.4,0.474,0.184,0.171,0.053,0.066,0.526,0.643,0.462,0,0.2,0.75,0.714,0.026,2,0.1,0.5,0,0,76,0.395,14,40,0.35,16,36,0.444,0.487,14,20,0.7,4,26,30,25,14,3,10,17,88,0,,korkmfu01
415,Cory Joseph,32,GSW,PG,26,0,296,23,20.4,0.344,0.031,0.156,0.078,0.078,0.656,0,0.7,0.4,0.2,0.6,0.923,0,0,0.238,0.4,1,0,64,0.359,13,42,0.31,10,22,0.455,0.461,4,7,0.571,6,24,30,42,4,3,12,25,63,0,,josepco01
416,Ricky Council IV,22,PHI,SG,32,0,289,54,10.6,0.714,0.321,0.33,0.036,0.027,0.286,0.639,0.405,0.5,0.667,0.667,1,0.08,8,0.313,0.4,0,0,112,0.482,12,32,0.375,42,80,0.525,0.536,53,71,0.746,14,32,46,16,8,1,5,17,173,0,,councri01
417,Garrett Temple,37,TOR,SG,27,2,289,29,14.5,0.487,0.308,0.128,0.013,0.038,0.513,0.625,0.2,0,0,0.471,1,0.026,2,0.525,0.381,0,0,78,0.372,12,40,0.3,17,38,0.447,0.449,18,22,0.818,18,27,45,28,12,3,14,28,88,0,,templga01
418,Leaky Black,24,CHO,SF,26,3,284,25,12.4,0.615,0.308,0.212,0.038,0.058,0.385,0.75,0.182,0.5,0.333,0.688,1,0.077,4,0.45,0.556,0,0,52,0.481,9,20,0.45,16,32,0.5,0.567,10,15,0.667,9,39,48,24,8,11,6,19,69,0,,blackle01
419,Lindy Waters III,26,OKC,SG,38,0,280,49,22.4,0.183,0.067,0.038,0.01,0.067,0.817,0.714,0.75,1,0.429,0.667,0.919,0.01,1,0.271,0.522,0,0,104,0.471,37,85,0.435,12,19,0.632,0.649,2,2,1,7,33,40,24,5,7,7,23,137,0,,waterli01
420,Kessler Edwards,23,SAC,SF,54,0,275,34,18.3,0.366,0.171,0.122,0.012,0.061,0.634,0.643,0.3,0,0.4,0.643,1,0.037,2,0.423,0.409,0,0,82,0.415,20,52,0.385,14,30,0.467,0.537,5,9,0.556,9,33,42,15,10,4,4,26,93,0,,edwarke02
421,Damian Jones,28,CLE,C,39,0,270,43,8.2,0.806,0.542,0.139,0.069,0.056,0.194,0.795,0.4,0.8,0.25,0.775,1,0.25,17,0.429,0.333,0,0,72,0.597,3,14,0.214,40,58,0.69,0.618,18,21,0.857,20,42,62,15,7,13,13,27,107,0,,jonesda03
422,Onuralp Bitim,24,CHI,SG,23,1,268,32,16.2,0.476,0.202,0.143,0.083,0.048,0.524,0.706,0.25,0.571,0.25,0.75,1,0.06,3,0.341,0.267,0,0,84,0.381,12,44,0.273,20,40,0.5,0.452,4,5,0.8,6,26,32,13,3,2,10,24,80,0,,bitimon01
423,Kira Lewis Jr.,22,3TM,PG,28,0,265,34,13.1,0.641,0.25,0.261,0.076,0.054,0.359,0.609,0.542,0.429,0,0.433,0.75,0.011,1,0.212,0,0,0,92,0.37,4,33,0.121,30,59,0.508,0.391,17,20,0.85,9,17,26,37,9,2,14,13,89,0,,lewiski01
424,Jamal Cain,24,MIA,PF,26,1,259,34,13.2,0.608,0.215,0.253,0.101,0.038,0.392,0.647,0.35,0.375,0.667,0.652,0.727,0.076,5,0.581,0.278,0,0,79,0.43,11,31,0.355,23,48,0.479,0.5,18,23,0.783,15,22,37,10,10,5,8,22,97,0,,cainja01
425,Jared Rhoden,24,DET,SG,17,0,245,33,17.9,0.53,0.076,0.121,0.212,0.121,0.47,0.8,0.75,0.571,0.375,0.762,1,0.076,4,0.452,0.429,1,0,66,0.5,12,31,0.387,21,35,0.6,0.591,5,8,0.625,3,30,33,14,3,13,7,28,83,0,,rhodeja01
426,Justin Champagnie,22,WAS,SF,15,1,235,32,16,0.423,0.295,0.115,0,0.013,0.577,0.739,0.222,,0,0.737,1,0.038,3,0.444,0.25,1,1,78,0.41,13,45,0.289,19,33,0.576,0.494,12,15,0.8,19,34,53,19,10,9,10,14,89,0,,champju01
427,Javonte Green,30,CHI,SF,9,5,230,45,10.2,0.64,0.493,0.133,0.013,0,0.36,0.73,0.7,1,,0.686,1,0.173,11,0.63,0.353,0,0,75,0.6,10,27,0.37,35,48,0.729,0.667,10,13,0.769,20,47,67,5,10,8,7,19,110,0,,greenja02
428,Ibou Badji,21,POR,C,22,1,226,14,4.2,1,0.591,0.227,0.136,0.045,0,0.769,0.2,0.667,1,0.5,,0.409,7,,,0,0,22,0.636,0,0,,14,22,0.636,0.636,6,12,0.5,20,31,51,13,3,20,15,46,34,0,,badjiib01
429,Collin Gillespie,24,DEN,PG,24,0,225,32,17.9,0.449,0.188,0.13,0.029,0.101,0.551,0.538,0.556,1,0.429,0.353,0.933,0.014,1,0.105,0.5,0,0,69,0.464,15,38,0.395,17,31,0.548,0.572,8,12,0.667,1,20,21,27,13,0,14,24,87,0,,gilleco01
430,Gabe Vincent,27,LAL,PG,11,0,218,15,18.8,0.429,0.122,0.122,0.041,0.143,0.571,0.667,0.667,0.5,0.429,0.5,0.667,0,0,0.179,0,0,0,49,0.306,3,28,0.107,12,21,0.571,0.337,1,2,0.5,4,5,9,21,9,0,5,19,34,0,,vincega01
431,Markieff Morris,34,DAL,PF,26,1,216,23,20.4,0.382,0.044,0.103,0.118,0.118,0.618,0.333,0.429,0.25,0.25,0.5,0.867,0,0,0.238,0.5,0,0,68,0.338,15,42,0.357,8,26,0.308,0.449,5,6,0.833,4,35,39,16,5,3,12,12,66,0,,morrima02
432,Jaylen Nowell,24,2TM,SG,13,1,214,34,14.5,0.628,0.103,0.269,0.128,0.128,0.372,0.625,0.429,0.7,0.7,0.536,1,0.013,1,0.172,0.2,1,0,78,0.436,6,29,0.207,28,49,0.571,0.474,7,9,0.778,6,18,24,19,4,2,7,15,81,0,,nowelja01
